,company,job-title,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count
970,google,Technical Recruiter,4.0,4.0,4.0,4.0,4.0,2.0,0
978,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
980,google,Release Engineer,5.0,3.0,5.0,4.0,5.0,4.0,0
981,google,Global Business Manager,5.0,5.0,5.0,4.0,4.0,3.0,0
982,google,Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
984,google,Global Product Lead,5.0,5.0,5.0,5.0,5.0,5.0,2
985,google,Staff Software Engineer,5.0,3.0,5.0,5.0,4.0,5.0,0
988,google,Senior Product Marketing Manager,4.0,3.0,5.0,4.0,4.0,4.0,0
989,google,Software Engineer Summer,5.0,4.0,5.0,5.0,5.0,5.0,0
991,google,User Experience Researcher,4.0,3.0,4.0,5.0,4.0,4.0,0
993,google,Internship,5.0,3.0,5.0,5.0,4.0,4.0,0
994,google,Senior Account Manager,4.0,4.0,5.0,5.0,5.0,4.0,0
996,google,Developer,5.0,5.0,5.0,5.0,5.0,5.0,0
997,google,Product Manager,4.0,4.0,4.0,4.0,5.0,4.0,0
999,google,Product Analyst,4.0,5.0,5.0,3.0,4.0,4.0,0
1000,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,4.0,1
1001,google,Business Systems Analyst,5.0,4.0,4.0,3.0,3.0,4.0,0
1004,google,Software Engineer,4.0,4.0,5.0,4.0,4.0,4.0,0
1006,google,Google Cloud Architect Advocate,5.0,5.0,5.0,5.0,5.0,5.0,2
1007,google,Product Manager,5.0,4.0,5.0,4.0,5.0,5.0,1
1009,google,Horticulturist,5.0,1.0,5.0,1.0,1.0,1.0,0
1010,google,Employee,5.0,4.0,4.0,4.0,4.0,4.0,0
1016,google,Content and User Education Specialist,5.0,5.0,5.0,5.0,5.0,4.0,0
1017,google,NONE,5.0,5.0,5.0,5.0,5.0,5.0,0
1019,google,Visual Data Specialist,5.0,5.0,5.0,2.0,3.0,4.0,0
1020,google,Software Engineer(Internship),5.0,4.0,5.0,5.0,5.0,5.0,0
1021,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
1027,google,Software Developer,5.0,none,none,none,none,none,1
1034,google,Software Development Intern,5.0,5.0,5.0,5.0,5.0,5.0,0
1036,google,Senior Interaction Designer,4.0,4.0,4.0,2.0,4.0,3.0,0
1040,google,Manager,1.0,3.0,3.0,3.0,3.0,3.0,15
1041,google,Software Engineer,5.0,4.0,5.0,5.0,4.0,4.0,1
1046,google,User Experience Researcher,5.0,3.0,3.0,4.0,5.0,4.0,0
1050,google,Google Adwords Optimizer,5.0,5.0,5.0,2.0,5.0,4.0,0
1053,google,Engineering Resident,5.0,4.0,5.0,5.0,4.0,4.0,0
1054,google,Support Expert,5.0,5.0,5.0,5.0,5.0,5.0,2
1057,google,Staff Software Engineer,5.0,5.0,5.0,5.0,5.0,4.0,1
1061,google,Senior Site Reliability Engineer,4.0,5.0,4.0,5.0,4.0,4.0,1
1063,google,Financial Analyst II,5.0,5.0,5.0,4.0,5.0,4.0,3
1065,google,Director of Call Center Operations,4.0,5.0,5.0,5.0,5.0,5.0,0
1067,google,Administrative Business Partner,5.0,5.0,5.0,5.0,5.0,5.0,0
1068,google,Software Engineer,5.0,4.0,5.0,5.0,5.0,4.0,1
1069,google,People Operations Systems Coordinator,5.0,5.0,5.0,5.0,5.0,4.0,0
1071,google,Test Engineering Manager,4.0,4.0,4.0,4.0,5.0,3.0,1
1072,google,Software Engineer,4.0,1.0,3.0,3.0,4.0,1.0,1
1073,google,Software Engineer,5.0,4.0,5.0,4.0,5.0,5.0,1
1074,google,Hiring Innovation Analyst,4.0,5.0,3.0,4.0,5.0,3.0,2
1075,google,Network Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
1079,google,Intern,5.0,5.0,5.0,5.0,4.0,5.0,0
1081,google,Design Coordinator,4.0,2.0,4.0,4.0,3.0,3.0,1
1082,google,Product Manager,5.0,4.0,5.0,5.0,4.0,4.0,1
1083,google,Stephen Tsitas,5.0,5.0,5.0,5.0,5.0,5.0,0
1089,google,Digital Strategist,5.0,5.0,5.0,4.0,5.0,4.0,2
1090,google,Product Manager,5.0,5.0,5.0,3.0,3.0,4.0,4
1092,google,Software Engineer,4.0,4.0,5.0,5.0,5.0,4.0,0
1096,google,Software Engineer,5.0,3.0,4.0,5.0,5.0,5.0,3
1097,google,Software Engineering Manager,5.0,4.0,5.0,3.0,5.0,5.0,8
1100,google,Software Engineer,2.0,3.0,3.0,1.0,2.0,2.0,24
1103,google,Operations Assembler,3.0,4.0,3.0,1.0,5.0,3.0,4
1107,google,Software Engineer,3.0,3.0,3.0,3.0,4.0,2.0,1
1110,google,Infrastructure Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,1
1111,google,Software Engineer,4.0,5.0,4.0,4.0,4.0,4.0,0
1118,google,Brand Manager,5.0,5.0,5.0,5.0,5.0,5.0,2
1120,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
1122,google,Hardware Test Engineer,3.0,1.0,1.0,3.0,5.0,4.0,1
1123,google,Counter Help,5.0,5.0,5.0,1.0,3.0,5.0,0
1126,google,Product Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
1129,google,Software Engineer,4.0,4.0,3.0,4.0,4.0,3.0,1
1136,google,User Experience,5.0,2.0,5.0,5.0,5.0,3.0,0
1138,google,Software Engineer,5.0,3.0,5.0,5.0,5.0,3.0,13
1139,google,"Software Engineer, Business Applications",4.0,4.0,4.0,5.0,4.0,4.0,2
1144,google,Online Operations Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
1147,google,Associate,3.0,2.0,3.0,5.0,4.0,3.0,0
1150,google,Software Developer,5.0,3.0,4.0,4.0,4.0,4.0,1
1151,google,Sales,4.0,5.0,5.0,3.0,5.0,4.0,3
1152,google,Partner Manager,5.0,4.0,4.0,4.0,5.0,4.0,0
1156,google,Senior Software Engineer,2.0,1.0,3.0,2.0,2.0,2.0,12
1157,google,Compensation Associate,5.0,4.0,5.0,5.0,5.0,5.0,1
1159,google,Senior Software Engineer,5.0,5.0,4.0,5.0,5.0,5.0,0
1160,google,Program Manager,5.0,5.0,5.0,5.0,5.0,5.0,1
1162,google,Sales Executive,2.0,1.0,1.0,1.0,1.0,1.0,62
1163,google,Data Center Technician,3.0,3.0,3.0,2.0,4.0,2.0,5
1165,google,Software Engineer,5.0,5.0,4.0,4.0,4.0,3.0,1
1166,google,Preschool Teacher,3.0,5.0,3.0,4.0,3.0,2.0,0
1167,google,Staff Software Engineer,5.0,5.0,5.0,4.0,5.0,4.0,3
1169,google,Software Engineer,5.0,5.0,4.0,4.0,5.0,4.0,0
1170,google,Doodler,5.0,none,none,none,none,none,0
1171,google,Business Analyst,4.0,3.0,5.0,4.0,5.0,4.0,0
1173,google,Staff Software Engineer,5.0,5.0,none,4.0,5.0,4.0,1
1176,google,Corporate Operations Engineer,4.0,4.0,4.0,5.0,5.0,3.0,3
1178,google,Site Reliability Engineer,4.0,4.0,5.0,4.0,5.0,5.0,0
1179,google,Assistant Wellness Director of Memory Care,5.0,4.0,5.0,5.0,5.0,5.0,0
1180,google,Software Engineer,4.0,3.0,3.0,3.0,5.0,2.0,0
1185,google,Data Scientist,4.0,5.0,4.0,4.0,4.0,3.0,1
1188,google,Product Technology Manager,5.0,5.0,5.0,5.0,5.0,4.0,2
1189,google,Visual Data Specialist,3.0,5.0,2.0,1.0,1.0,3.0,0
1191,google,Technology Analyst,5.0,4.0,4.0,4.0,4.0,3.0,0
1200,google,Content Writer,4.0,4.0,3.0,3.0,4.0,3.0,3
1203,google,Principal Software Engineer,4.0,3.0,3.0,3.0,5.0,3.0,4
1206,google,Kids Club Attendant,4.0,5.0,5.0,4.0,4.0,5.0,0
1208,google,Software Engineer,4.0,4.0,5.0,5.0,5.0,3.0,0
1209,google,Program/Project Manager,5.0,5.0,5.0,5.0,5.0,5.0,1
1211,google,Program Manager,4.0,3.0,2.0,4.0,4.0,3.0,0
1215,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
1217,google,Account Manager,4.0,3.0,4.0,4.0,5.0,5.0,0
1219,google,Software Engineering Resident,5.0,5.0,5.0,5.0,5.0,4.0,4
1220,google,Senior Software Engineer,3.0,4.0,none,3.0,4.0,none,9
1225,google,Senior Manager,5.0,5.0,5.0,5.0,5.0,4.0,1
1226,google,Consumer Operations Strategist,4.0,3.0,4.0,4.0,5.0,4.0,2
1228,google,Program Manager,4.0,4.0,3.0,4.0,5.0,2.0,1
1230,google,Software Engineer,3.0,1.0,3.0,2.0,3.0,2.0,3
1232,google,Senior Software Engineer,5.0,4.0,5.0,5.0,5.0,5.0,1
1238,google,Software Engineer,4.0,5.0,3.0,3.0,4.0,3.0,2
1239,google,Store Operator,2.0,3.0,1.0,2.0,2.0,2.0,0
1242,google,Senior Sales Strategist,4.0,1.0,3.0,2.0,4.0,4.0,1
1243,google,"HARDWARE &amp, NETWORKING",3.0,2.0,2.0,2.0,2.0,2.0,0
1244,google,Customer Solutions Engineer,5.0,4.0,4.0,5.0,5.0,3.0,3
1246,google,Smb Account Strategist,5.0,5.0,5.0,3.0,5.0,4.0,4
1247,google,Landscape Designer,5.0,4.0,5.0,5.0,3.0,5.0,0
1248,google,Marketing Manager,5.0,4.0,5.0,4.0,5.0,5.0,1
1249,google,Senior Program Manager,5.0,3.0,4.0,5.0,5.0,3.0,9
1254,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,2
1257,google,Engineer,3.0,5.0,3.0,2.0,5.0,4.0,2
1258,google,Visual Data Specialist II,1.0,4.0,2.0,1.0,1.0,1.0,8
1261,google,Intern,3.0,2.0,4.0,4.0,5.0,3.0,0
1262,google,Software Engineer,4.0,5.0,4.0,4.0,5.0,4.0,3
1263,google,Inspector,5.0,5.0,5.0,5.0,5.0,5.0,0
1264,google,Manager,3.0,3.0,4.0,2.0,5.0,2.0,2
1267,google,Lead Associate,4.0,3.0,4.0,4.0,5.0,3.0,0
1269,google,Software Engineer,4.0,4.0,4.0,4.0,4.0,3.0,2
1271,google,Senior Account Executive,5.0,4.0,4.0,4.0,5.0,4.0,0
1275,google,Quantitative Analyst,4.0,4.0,5.0,5.0,5.0,4.0,0
1276,google,Software Engineer Intern,5.0,5.0,5.0,5.0,5.0,5.0,0
1279,google,Engineer,4.0,5.0,5.0,5.0,5.0,5.0,1
1282,google,Sales Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
1285,google,Software Engineer,5.0,4.0,5.0,5.0,5.0,5.0,0
1286,google,"M&amp,A",5.0,5.0,4.0,3.0,5.0,5.0,0
1291,google,Staff Software Engineer,1.0,3.0,2.0,1.0,4.0,1.0,12
1292,google,Program Manager,5.0,4.0,5.0,5.0,5.0,5.0,0
1295,google,Senior Software Engineer,5.0,4.0,5.0,5.0,5.0,4.0,1
1297,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
1299,google,Senior Product Manager,5.0,4.0,5.0,5.0,5.0,5.0,1
1309,google,Analytical Lead,5.0,none,none,none,none,none,0
1310,google,Operations Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
1311,google,User Experience Manager,3.0,2.0,4.0,3.0,5.0,3.0,2
1312,google,Software Engineer III,4.0,5.0,4.0,3.0,4.0,4.0,3
1313,google,Intern - Hourly,4.0,4.0,4.0,4.0,4.0,4.0,0
1315,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
1316,google,Product Manager,5.0,5.0,5.0,4.0,5.0,3.0,2
1317,google,Senior Product Manager,5.0,4.0,5.0,5.0,5.0,5.0,0
1318,google,Site Reliability Engineer,1.0,3.0,1.0,3.0,4.0,1.0,12
1319,google,Senior Software Engineer,5.0,5.0,5.0,4.0,5.0,5.0,2
1324,google,Program Manager,5.0,1.0,4.0,4.0,5.0,4.0,0
1325,google,Staff Research Scientist,5.0,5.0,5.0,5.0,5.0,5.0,0
1326,google,Program Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
1327,google,Technical Support Analyst,4.0,5.0,5.0,4.0,5.0,3.0,0
1331,google,Data Scientist,5.0,3.0,5.0,2.0,5.0,5.0,0
1334,google,Senior Security Engineer,5.0,3.0,5.0,4.0,5.0,4.0,0
1337,google,Prefer Not to Say,5.0,5.0,5.0,5.0,5.0,5.0,0
1341,google,Google Cloud,2.0,3.0,4.0,2.0,4.0,1.0,26
1343,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,3
1344,google,Senior Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
1345,google,Technology Analyst,5.0,5.0,5.0,5.0,5.0,5.0,0
1350,google,Tech Support,5.0,5.0,3.0,4.0,4.0,3.0,0
1352,google,Developer,5.0,5.0,5.0,5.0,5.0,5.0,0
1356,google,Global Sales Manager,5.0,5.0,5.0,5.0,5.0,5.0,1
1357,google,Chief Technology Officer,5.0,5.0,5.0,4.0,4.0,4.0,1
1358,google,Technical Program Manager,2.0,1.0,4.0,1.0,4.0,3.0,2
1361,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
1362,google,Account Strategist,5.0,5.0,5.0,5.0,5.0,5.0,0
1363,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,4.0,0
1368,google,Surveyor,4.0,1.0,1.0,1.0,1.0,3.0,0
1372,google,Analyst,5.0,5.0,5.0,5.0,5.0,5.0,0
1375,google,Staff Software Engineer,5.0,4.0,4.0,3.0,4.0,4.0,0
1376,google,Software Engineering Intern,5.0,4.0,5.0,5.0,5.0,5.0,2
1377,google,Global Product Lead,5.0,5.0,5.0,5.0,4.0,4.0,1
1378,google,Software Engineer,5.0,5.0,5.0,4.0,4.0,5.0,3
1383,google,Strategist,5.0,5.0,5.0,4.0,5.0,4.0,0
1386,google,Operations Manager,4.0,2.0,3.0,4.0,5.0,4.0,1
1396,google,Financial Analyst,4.0,2.0,5.0,3.0,4.0,3.0,7
1397,google,Marketing Manager,5.0,3.0,5.0,none,5.0,4.0,4
1398,google,Software Engineer Tools and Infrastrure,3.0,2.0,3.0,4.0,5.0,2.0,0
1404,google,Senior Software Developer,2.0,1.0,1.0,1.0,4.0,1.0,7
1405,google,User Experience Manager,5.0,4.0,4.0,4.0,5.0,4.0,1
1406,google,Sals Manager,4.0,5.0,3.0,4.0,5.0,3.0,0
1407,google,Intern,5.0,3.0,4.0,4.0,5.0,4.0,1
1409,google,Software Engineer III,4.0,5.0,3.0,4.0,4.0,3.0,3
1411,google,Software Engineer,3.0,3.0,3.0,3.0,5.0,1.0,5
1412,google,Software Engineer,5.0,5.0,5.0,4.0,5.0,4.0,0
1413,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,4.0,0
1415,google,Sales,4.0,3.0,5.0,4.0,5.0,4.0,0
1417,google,Staff Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,1
1418,google,Strategic Partner Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
1419,google,Senior Research Scientist,5.0,5.0,5.0,4.0,5.0,3.0,0
1420,google,PEOPLE DEVELOPMENT BUSINESS PARTNER,5.0,4.0,5.0,3.0,4.0,3.0,0
1425,google,Software Engineer,5.0,5.0,3.0,5.0,5.0,5.0,2
1429,google,Interactoin DesignerIII,5.0,5.0,5.0,5.0,5.0,5.0,0
1430,google,Software Engineer,4.0,4.0,4.0,5.0,4.0,4.0,0
1432,google,Software Engineer,4.0,2.0,5.0,4.0,5.0,3.0,0
1438,google,HRBP,5.0,5.0,5.0,4.0,5.0,4.0,0
1440,google,Software Engineering Manager,5.0,4.0,4.0,4.0,5.0,4.0,1
1443,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
1445,google,Developer Marketing Director,4.0,3.0,3.0,4.0,3.0,2.0,1
1446,google,Google Specialist,4.0,4.0,4.0,4.0,4.0,4.0,0
1447,google,Pmm,4.0,5.0,4.0,3.0,5.0,4.0,0
1449,google,Staff Software Engineer,5.0,none,none,none,none,none,0
1450,google,Senior Software Engineer,5.0,4.0,4.0,5.0,5.0,3.0,1
1454,google,Technical Program Manager,5.0,5.0,5.0,2.0,5.0,2.0,0
1455,google,Program Manager,5.0,none,none,none,none,none,0
1457,google,Team Lead,4.0,4.0,5.0,5.0,5.0,4.0,1
1461,google,Staff Engineer,5.0,4.0,5.0,5.0,5.0,4.0,0
1464,google,Data Analyst,5.0,4.0,5.0,5.0,5.0,5.0,0
1466,google,Software Engineer,1.0,none,none,none,5.0,none,14
1467,google,Technical Writing,5.0,4.0,5.0,5.0,5.0,4.0,0
1469,google,Software Engineer,5.0,3.0,5.0,5.0,5.0,5.0,0
1471,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,4.0,1
1472,google,Line Cook,1.0,1.0,none,1.0,none,none,1
1479,google,Sales,5.0,none,none,none,none,none,0
1482,google,SWE,4.0,3.0,3.0,1.0,3.0,2.0,0
1484,google,Cloud Program Manager,5.0,5.0,5.0,3.0,5.0,4.0,0
1485,google,Technical Program Manager,5.0,2.0,4.0,5.0,4.0,3.0,1
1486,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,1
1487,google,Senior Program Manager,5.0,5.0,5.0,4.0,4.0,4.0,0
1488,google,Office Manager,4.0,5.0,5.0,3.0,5.0,none,0
1489,google,Enterprise Account Executive,4.0,4.0,5.0,4.0,4.0,3.0,1
1490,google,Security Officer,5.0,5.0,5.0,5.0,5.0,5.0,0
1491,google,Business Development Associate,2.0,2.0,2.0,3.0,2.0,3.0,5
1492,google,Senior Marketing Manager,4.0,2.0,3.0,1.0,5.0,2.0,2
1494,google,Senior Researcher Scientist,5.0,5.0,5.0,5.0,5.0,5.0,0
1500,google,Strategic Partner Development Manager,5.0,5.0,5.0,4.0,5.0,5.0,0
1502,google,Learning and Development,2.0,1.0,2.0,2.0,4.0,2.0,10
1509,google,Program Manager,5.0,3.0,5.0,5.0,5.0,5.0,0
1511,google,Operation Assembler,4.0,5.0,4.0,4.0,4.0,5.0,3
1513,google,Network,5.0,4.0,4.0,4.0,4.0,4.0,0
1514,google,BOLD,5.0,5.0,4.0,3.0,3.0,4.0,0
1516,google,Financial Analyst,5.0,5.0,5.0,5.0,5.0,5.0,0
1517,google,Software Engineer,5.0,none,none,none,none,none,0
1518,google,Teacher,1.0,1.0,1.0,1.0,1.0,1.0,1
1520,google,Software Engineer,5.0,5.0,5.0,4.0,5.0,4.0,0
1521,google,Account Strategist,3.0,5.0,3.0,3.0,4.0,2.0,23
1522,google,Security,1.0,1.0,1.0,1.0,4.0,1.0,3
1525,google,Strategist,5.0,4.0,5.0,5.0,5.0,4.0,0
1528,google,Account Executive,5.0,5.0,5.0,5.0,5.0,5.0,0
1531,google,Principal Account Manager,5.0,4.0,5.0,5.0,4.0,3.0,0
1532,google,Analyst,5.0,4.0,none,5.0,none,none,0
1534,google,Administrative Business Partner,5.0,4.0,5.0,4.0,4.0,5.0,0
1537,google,Motion Designer,5.0,none,none,none,none,none,0
1538,google,Engineering Manager,5.0,4.0,5.0,4.0,4.0,4.0,1
1540,google,Software Developer,4.0,4.0,5.0,5.0,4.0,5.0,0
1542,google,"Global, Operations Managxerss",3.0,5.0,5.0,4.0,4.0,2.0,0
1543,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
1545,google,Principal Software Engineer,5.0,5.0,5.0,5.0,5.0,4.0,0
1546,google,Software Developer,3.0,2.0,4.0,4.0,5.0,4.0,1
1547,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,1
1548,google,Software Developer,5.0,5.0,5.0,5.0,5.0,5.0,0
1550,google,Housekeeper,5.0,5.0,5.0,5.0,5.0,5.0,0
1554,google,Information Technology Resident,5.0,5.0,5.0,3.0,4.0,3.0,0
1561,google,Software Engineer,4.0,3.0,5.0,5.0,5.0,4.0,0
1562,google,Staff Software Engineer,4.0,5.0,2.0,3.0,5.0,3.0,1
1565,google,Sales,1.0,1.0,1.0,1.0,1.0,1.0,16
1566,google,Staff Software Engineer,5.0,3.0,none,5.0,5.0,none,0
1568,google,Software Engineer,5.0,5.0,4.0,4.0,4.0,3.0,1
1574,google,Agile Program Manager,5.0,5.0,5.0,2.0,5.0,3.0,0
1575,google,Software Developer,5.0,5.0,5.0,5.0,5.0,5.0,0
1577,google,Human Resources Director,5.0,5.0,5.0,5.0,5.0,5.0,0
1578,google,Python Developer,5.0,3.0,5.0,5.0,5.0,5.0,0
1579,google,Software Engineer,5.0,4.0,5.0,5.0,5.0,4.0,0
1583,google,Product Manager,4.0,5.0,4.0,3.0,5.0,5.0,10
1585,google,Site Reliability Engineer,3.0,1.0,3.0,5.0,5.0,3.0,9
1587,google,Store Operations,2.0,1.0,3.0,1.0,2.0,1.0,0
1589,google,Software Engineer,4.0,5.0,5.0,4.0,5.0,3.0,4
1590,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,1
1593,google,Blogger,5.0,5.0,3.0,5.0,3.0,4.0,1
1594,google,Senior Program Manager,5.0,5.0,5.0,5.0,4.0,5.0,0
1596,google,SWE Intern,5.0,none,none,none,none,none,0
1597,google,Specialist,4.0,5.0,5.0,5.0,5.0,1.0,0
1599,google,Software Engineer,5.0,5.0,5.0,5.0,4.0,4.0,1
1600,google,Vice President Sales,3.0,4.0,2.0,3.0,5.0,1.0,3
1601,google,Software Engineer,4.0,2.0,5.0,5.0,5.0,4.0,2
1604,google,Software Engineer,5.0,5.0,5.0,4.0,5.0,none,0
1605,google,Software Engineer,5.0,4.0,4.0,5.0,4.0,5.0,0
1606,google,Senior Software Engineer,5.0,4.0,5.0,5.0,5.0,4.0,2
1610,google,Software Engineer,4.0,none,none,none,none,none,1
1615,google,Technical Account Manager,3.0,2.0,1.0,2.0,5.0,2.0,8
1616,google,Software Engineer,4.0,5.0,5.0,4.0,5.0,5.0,2
1618,google,Software Engineer,4.0,4.0,4.0,4.0,4.0,4.0,0
1619,google,Store Operator,3.0,4.0,5.0,1.0,4.0,3.0,0
1620,google,Real Estate Agent,5.0,5.0,5.0,5.0,5.0,5.0,0
1624,google,Technical Sourcer,5.0,5.0,5.0,5.0,5.0,5.0,1
1625,google,Driver,3.0,none,none,none,none,none,2
1629,google,Sales Director,2.0,5.0,4.0,2.0,5.0,3.0,4
1630,google,Software Engineer,3.0,2.0,3.0,5.0,3.0,3.0,2
1631,google,Product Marketing Manager,5.0,4.0,5.0,5.0,5.0,4.0,7
1632,google,Utility Personal In the SNS Warehouse,5.0,5.0,5.0,5.0,5.0,5.0,0
1633,google,Sales Manager,5.0,4.0,5.0,4.0,5.0,4.0,0
1634,google,Independent Contractor,4.0,5.0,4.0,4.0,4.0,3.0,5
1639,google,Software Engineer,4.0,5.0,5.0,4.0,5.0,4.0,0
1641,google,Product Manager,5.0,5.0,5.0,5.0,5.0,5.0,4
1648,google,Software Engineer,4.0,4.0,4.0,4.0,5.0,4.0,0
1649,google,Program Manager,4.0,4.0,3.0,3.0,5.0,3.0,1
1651,google,Senior Commercial Lawyer,4.0,4.0,5.0,4.0,5.0,4.0,0
1658,google,Store Operator,5.0,5.0,5.0,5.0,5.0,5.0,0
1664,google,Human Resources Analyst,5.0,4.0,5.0,3.0,5.0,4.0,2
1668,google,Senior Account Executive,2.0,3.0,1.0,1.0,3.0,none,1
1669,google,Associate Product Marketing Manager,5.0,5.0,5.0,3.0,5.0,5.0,5
1670,google,Senior Software Engineer,4.0,3.0,3.0,4.0,4.0,3.0,2
1673,google,Account Manager,4.0,4.0,4.0,4.0,4.0,3.0,0
1674,google,Community Specialist Contractor,4.0,4.0,3.0,3.0,4.0,1.0,2
1680,google,Cloud Infrastructure Analyst,4.0,5.0,5.0,5.0,5.0,5.0,0
1681,google,Senior User Experience Researcher,3.0,5.0,3.0,1.0,4.0,2.0,4
1682,google,Tech Lead/Manager,5.0,5.0,5.0,5.0,5.0,4.0,0
1683,google,Senior Software Engineer,5.0,4.0,5.0,5.0,5.0,4.0,0
1684,google,Software Engineer,4.0,2.0,3.0,5.0,5.0,3.0,0
1685,google,Software Engineer,5.0,5.0,5.0,5.0,4.0,4.0,2
1686,google,Human Resources,3.0,3.0,3.0,2.0,3.0,1.0,4
1691,google,Software Engineer Contractor,5.0,none,none,none,none,none,1
1695,google,Software Engineering Intern,5.0,5.0,5.0,3.0,5.0,5.0,1
1697,google,Senior Developer,5.0,5.0,5.0,5.0,5.0,5.0,0
1698,google,Regional Manager,5.0,1.0,4.0,4.0,4.0,2.0,0
1699,google,Senior Software Engineer,5.0,4.0,5.0,5.0,5.0,4.0,1
1702,google,Staff Software Engineer,4.0,4.0,3.0,3.0,4.0,2.0,2
1705,google,Business Development Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
1707,google,Software Engineer,4.0,5.0,5.0,3.0,5.0,4.0,1
1709,google,Senior Staff Software Engineer,5.0,4.0,5.0,4.0,5.0,4.0,1
1711,google,Senior Lead,5.0,5.0,5.0,1.0,5.0,5.0,0
1712,google,Senior Software Engineer,4.0,none,none,none,none,none,0
1715,google,Recruiting Coordinator,5.0,none,none,none,none,none,1
1717,google,Research Scientist,5.0,4.0,5.0,5.0,5.0,5.0,0
1718,google,Senior Account Manager,5.0,none,none,none,none,none,1
1719,google,Brand Strategist,5.0,4.0,3.0,5.0,5.0,4.0,0
1721,google,Software Engineer,5.0,4.0,5.0,3.0,5.0,4.0,0
1723,google,Software Engineer,4.0,5.0,4.0,4.0,3.0,4.0,0
1724,google,Administrative Business Partner,5.0,5.0,5.0,5.0,5.0,5.0,2
1725,google,Account Executive,4.0,4.0,3.0,2.0,4.0,2.0,1
1727,google,Hyperion Consultant,4.0,4.0,5.0,5.0,4.0,none,0
1730,google,Product Management,5.0,4.0,5.0,5.0,5.0,5.0,0
1731,google,Administrative,5.0,3.0,5.0,5.0,5.0,5.0,0
1732,google,Software Engineer,4.0,3.0,4.0,4.0,4.0,3.0,0
1734,google,Software Engineer,4.0,none,none,none,none,none,0
1736,google,Intern,5.0,5.0,5.0,5.0,5.0,4.0,0
1738,google,Inter,5.0,5.0,5.0,5.0,5.0,5.0,0
1741,google,Software Engineer,5.0,4.0,5.0,5.0,5.0,5.0,0
1747,google,Software Engineer,5.0,4.0,4.0,5.0,5.0,4.0,1
1748,google,Softwareentwickler,5.0,3.0,4.0,5.0,5.0,4.0,0
1751,google,Software Engineer,2.0,3.0,1.0,2.0,5.0,1.0,15
1752,google,Software Engineer,5.0,none,none,none,none,none,0
1754,google,Software Engineer III,1.0,1.0,1.0,1.0,4.0,1.0,28
1756,google,Software Engineer,4.0,4.0,3.0,4.0,4.0,4.0,1
1760,google,Technical Sourcer,4.0,4.0,5.0,3.0,4.0,3.0,3
1766,google,SWE,5.0,none,none,none,none,none,0
1767,google,Executive Assistant,5.0,5.0,5.0,5.0,5.0,5.0,0
1768,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
1769,google,Product Marketing Manager,4.0,none,none,4.0,none,none,1
1776,google,Technical Sourcer,3.0,2.0,2.0,3.0,5.0,2.0,1
1781,google,Software Engineer,4.0,5.0,4.0,4.0,4.0,4.0,0
1785,google,Technical Program Manager,4.0,5.0,5.0,5.0,5.0,4.0,3
1791,google,Operations Director,4.0,4.0,4.0,4.0,5.0,3.0,0
1792,google,Software Engineer III,4.0,5.0,4.0,4.0,5.0,4.0,1
1793,google,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,1
1794,google,Partner Operations Specialist,4.0,5.0,5.0,4.0,3.0,3.0,0
1798,google,Account Strategist,4.0,4.0,4.0,4.0,3.0,4.0,2
1800,google,Contracts Manager,5.0,5.0,5.0,4.0,3.0,1.0,0
1804,google,Staff Software Engineer,5.0,5.0,5.0,5.0,5.0,4.0,1
